Cluster,GLON,s_GLON,GLAT,s_GLAT,Plx,s_Plx,pmRA,s_pmRA,pmDE,s_pmDE,RV,s_RV,o_RV,m-M,AG,logAge,Z,N70,minProb,NminProb,Class,_RA.icrs,_DE.icrs
CWNU_428,110.467,0.11,-2.355,0.11,0.52,0.03,-3.67,0.08,-2.22,0.13,  ---, ---,0,11.35,1.5,8,0.022,28,0.61,33,1,348.7292,58.1615
CWNU_429,140.003,0.46,12.117,0.33,1.12,0.04,2.6,0.16,-1.88,0.23,  ---, ---,0,9.35,1.25,7.9,0.01,34,0.88,34,1,63.0321,68.0541
CWNU_430,260.393,0.05,-3.437,0.05,0.66,0.03,-4.37,0.12,5.15,0.13,  ---, ---,0,11.15,2,6.9,0.008,34,0.72,34,1,125.5386,-42.9936
CWNU_431,23.052,0.05,-2.686,0.04,0.46,0.02,0.49,0.06,-0.86,0.07,  ---, ---,0,11.25,1.55,7.9,0.012,43,0.71,43,1,280.7385,-10.0151
CWNU_432,25.907,0.05,-0.579,0.05,0.35,0.04,-1.1,0.11,-4.08,0.11,31.8,0.4,4,11.95,2.9,8.2,0.034,110,0.7,110,1,280.1613,-6.5142
CWNU_433,255.593,0.17,0.154,0.1,0.64,0.04,-3.41,0.07,3.36,0.05,29.3,11,2,10.45,0.4,8.9,0.006,36,0.71,36,1,125.8097,-37.0048
CWNU_434,222.776,0.09,3.122,0.07,0.29,0.02,-1.41,0.08,0.07,0.12,  ---, ---,0,12.9,0.4,8.7,0.034,24,0.55,31,1,110.1758,-7.302
CWNU_435,254.539,0.43,-2.608,0.34,1.12,0.02,-4.71,0.13,5.69,0.22,33.5,3,1,9.55,0.45,7.8,0.018,33,0.76,33,1,122.1866,-37.6694
CWNU_436,188.578,0.12,0.844,0.1,0.5,0.04,0.9,0.16,-3.55,0.18,29.5,26.8,2,10.95,1.05,8.8,0.012,134,0.7,134,1,91.9904,21.9429
CWNU_437,260.485,0.24,-4.205,0.12,0.89,0.04,-5.01,0.15,4.02,0.14,  ---, ---,0,9.6,0.95,7.5,0.008,30,0.74,30,1,124.7395,-43.503
CWNU_438,137.595,0.5,11.121,0.29,1.28,0.07,0.4,0.39,-1.25,0.43,-28.4,20.1,4,9.7,0.9,8.7,0.038,59,1,59,1,56.4199,68.8732
CWNU_439,81.331,0.05,3.023,0.08,0.56,0.05,-0.04,0.06,-3.05,0.1,-14,0.3,1,11.55,3.9,7.7,0.028,43,0.72,43,1,306.7423,43.5228
CWNU_440,58.497,0.19,-0.435,0.18,0.87,0.03,-0.8,0.2,-5.07,0.11,4.6,0.3,1,10.35,1.55,8,0.02,41,0.75,41,1,295.5737,22.3702
CWNU_441,131.782,0.07,-4.281,0.03,0.41,0.03,-1.32,0.07,-1.24,0.07,  ---, ---,0,11.65,1.05,7.5,0.008,23,0.5,34,1,29.4262,57.4477
CWNU_442,165.645,0.62,-14.464,0.55,2.78,0.17,3.59,0.34,-5.72,0.47,32.2,9.9,1,7.4,0.35,7.3,0.018,46,0.88,46,1,63.087,31.2859
CWNU_443,319.834,0.09,-4.218,0.08,0.52,0.03,-2.56,0.06,-2.84,0.11,  ---, ---,0,12.2,1.4,8.5,0.04,28,0.52,34,1,230.9701,-61.979
CWNU_444,91.325,0.4,8.04,0.24,1.24,0.04,-3.1,0.1,-6.69,0.12,-35.1,2.9,2,9.3,0.45,7.9,0.018,40,0.73,40,1,309.4759,54.5178
CWNU_445,320.261,0.1,-1.186,0.11,0.56,0.02,-2.7,0.17,-2.79,0.09,  ---, ---,0,11.95,2.05,6.9,0.038,43,0.71,43,1,228.4064,-59.1874
CWNU_446,109.81,0.15,5.824,0.2,1.05,0.09,-0.38,0.23,-2.64,0.25,-50.2,0.7,1,9.2,1.9,7.4,0.008,115,0.73,115,1,340.1354,65.3052
CWNU_447,108.795,0.43,-1.526,0.29,1.03,0.04,-0.61,0.2,-1.24,0.41,-12.2,22,3,9.85,0.9,9.1,0.012,46,1,46,1,345.1937,58.2754
CWNU_448,17.497,0.14,-8.676,0.15,0.9,0.05,0.1,0.12,-3.89,0.19,  ---, ---,0,10.6,0.55,7.9,0.038,40,0.73,40,1,283.7182,-17.6341
CWNU_449,161.075,0.41,1.952,0.55,1.47,0.09,-1.29,0.45,-2.99,0.22,10.2,7.6,2,9.2,0.6,7.9,0.038,37,1,37,1,74.8677,45.6494
CWNU_450,303.762,0.63,6.988,0.2,2.06,0.08,-13.59,0.59,-3.7,0.69,4.8,3.5,8,8.95,0.55,8.4,0.04,58,0.8,58,1,194.3282,-55.8743
CWNU_451,199.829,0.04,2.183,0.07,0.54,0.04,0.76,0.07,-2.8,0.1,  ---, ---,0,11.6,0.65,8.7,0.04,38,0.72,38,1,98.781,12.6493
CWNU_452,247.275,0.18,19.792,0.18,0.8,0.15,-5.75,1.71,0.55,0.69,10.9,13,2,10.4,0.4,9.1,0.012,43,0.88,43,1,137.8303,-18.5436
CWNU_453,293.658,0.06,-1.637,0.04,0.4,0.02,-6.38,0.14,1.28,0.1,  ---, ---,0,12.45,2.65,6.1,0.002,38,0.72,38,2,172.075,-63.0021
CWNU_454,122.535,0.03,1.048,0.04,0.3,0.02,-2.36,0.06,-0.26,0.12,  ---, ---,0,13.5,2.55,6.8,0.038,30,0.7,30,2,11.9568,63.917
CWNU_455,78.762,0.09,2.959,0.09,0.78,0.04,-2.38,0.13,-3.02,0.15,  ---, ---,0,10.05,3.1,7.3,0.006,37,0.72,37,2,304.8271,41.3804
CWNU_456,69.761,0.03,0.808,0.03,0.46,0.04,-1.06,0.08,-1.98,0.13,  ---, ---,0,12.85,3.35,6.8,0.04,69,0.73,69,2,300.9051,32.6743
CWNU_457,115.78,0.09,5.106,0.11,0.47,0.03,-2.25,0.06,-0.57,0.08,-49.2,1.2,1,11.2,3.65,8.7,0.038,23,0.31,33,2,354.3974,66.9467
CWNU_458,321.298,0.08,1.44,0.05,0.47,0.03,-1.6,0.08,-2.13,0.1,  ---, ---,0,12.95,3.7,6.7,0.03,24,0.52,34,2,227.5544,-56.4008
CWNU_459,111.207,0.12,0.445,0.14,0.34,0.03,-4.44,0.1,-1.78,0.07,  ---, ---,0,11.9,1.65,7.8,0.038,5,0.1,47,2,348.0477,61.0371
CWNU_460,82.219,0.15,2.187,0.07,0.88,0.05,0.28,0.1,-1.61,0.12,-53.1,0.4,1,9.6,2.05,8.9,0.008,43,0.92,43,2,308.3971,43.7497
CWNU_461,157.461,0.05,0.813,0.04,0.39,0.05,0.89,0.06,-1.32,0.08,  ---, ---,0,12.65,3.75,6.7,0.018,69,0.7,69,2,70.2216,47.6976
CWNU_462,111.345,0.17,19.703,0.23,2.68,0.06,5.27,0.51,3.85,0.61,-27.6,2.1,1,7.95,2.25,6,0.002,32,1,32,2,315.3633,77.0432
CWNU_463,108.765,0.15,0.698,0.11,0.63,0.06,0.62,0.11,-3,0.12,  ---, ---,0,11.85,3.7,6.9,0.008,64,0.71,64,2,343.2846,60.2746
CWNU_464,235.366,0.1,0.915,0.04,0.39,0.03,-2.04,0.16,2.12,0.11,  ---, ---,0,12.75,1.25,8.8,0.04,28,0.61,32,2,114.3697,-19.4092
CWNU_465,171.72,0.06,2.434,0.07,0.41,0.04,0.91,0.07,-2.5,0.08,  ---, ---,0,13.4,3,6.7,0.028,79,0.71,79,2,83.6173,37.2433
CWNU_466,132.936,0.43,3.283,0.19,1.02,0.06,-0.77,0.16,0.91,0.19,  ---, ---,0,10,1.55,8.8,0.038,19,0.6,32,2,36.4397,64.3071
CWNU_467,304.666,0.21,1.038,0.13,0.52,0.03,-4.99,0.2,-1.64,0.11,  ---, ---,0,12.55,3.35,6.7,0.03,127,0.7,127,2,196.5286,-61.7843
CWNU_468,73.889,0.1,-2.173,0.03,0.54,0.04,-0.02,0.04,-1.54,0.05,  ---, ---,0,12.05,3.4,8.7,0.04,33,0.77,33,2,306.6329,34.449
CWNU_469,76.172,0.17,-0.414,0.25,0.49,0.03,-2.35,0.31,-5.12,0.34,  ---, ---,0,11.45,3.45,6.7,0.012,5,0.4,42,2,306.4949,37.3283
CWNU_470,171.71,0.07,2.176,0.34,0.59,0.02,1.01,0.13,-2.46,0.13,  ---, ---,0,10.5,2.1,7.6,0.006,29,0.6,35,2,83.3384,37.1118
CWNU_471,77.476,0.14,-0.77,0.24,0.78,0.05,-0.56,0.06,-3.59,0.19,  ---, ---,0,10.1,1.95,8.6,0.036,27,0.6,31,2,307.8246,38.1779
CWNU_472,217.654,0.2,-9.285,0.17,0.6,0.1,0.02,0.21,-0.66,0.22,  ---, ---,0,11.85,1.35,8.8,0.038,14,0.4,38,2,96.6766,-8.3881
CWNU_473,138.84,0.12,-2.281,0.13,0.39,0.03,0.38,0.06,-1.26,0.06,-66.4,0.9,1,12.65,2.85,6.9,0.028,38,0.7,38,2,42.9001,56.8328
CWNU_474,140.256,0.07,-1.814,0.05,0.39,0.03,0.65,0.07,-1.07,0.15,  ---, ---,0,11.8,2,8.8,0.04,21,0.51,34,2,45.5791,56.5903
CWNU_475,97.81,0.16,8.546,0.12,0.8,0.03,-3.3,0.26,-3.6,0.22,-31.5,0.4,1,9.8,2.1,8.5,0.04,29,0.66,30,2,316.1817,59.8387
CWNU_476,305.009,0.24,1.643,0.16,0.52,0.02,-4.91,0.1,-1.54,0.08,-41.2,0.4,1,12.2,2.25,6,0.002,107,0.7,107,2,197.1668,-61.1592
CWNU_477,14.51,0.07,1.32,0.05,0.66,0.05,1.08,0.09,-1.46,0.1,  ---, ---,0,10.8,0.05,6.9,0.018,30,0.7,30,2,273.017,-15.704
CWNU_478,78.745,0.14,-1.889,0.1,0.76,0.03,-0.23,0.12,-0.74,0.17,-4,1.1,2,10.2,2.4,8.9,0.038,25,0.5,31,2,309.9368,38.5213
CWNU_479,118.233,0.2,-9.98,0.21,0.57,0.05,-2.11,0.2,-1.41,0.15,  ---, ---,0,11.8,0.7,7,0.034,25,0.4,54,2,5.2238,52.6129
CWNU_480,303.229,0.07,0.864,0.03,0.42,0.02,-4.18,0.06,-1.18,0.07,  ---, ---,0,12.8,3.7,6.7,0.028,18,0.52,32,2,193.4924,-62.0063
CWNU_481,140.63,0.11,2.395,0.07,0.48,0.03,0.91,0.21,-0.66,0.24,  ---, ---,0,12.95,2.95,8.8,0.018,30,0.7,30,2,50.29,60.0178
CWNU_482,8.487,0.12,-1.543,0.17,0.67,0.02,-0.55,0.13,-1.54,0.09,  ---, ---,0,11,1.95,8.2,0.036,32,0.7,32,2,272.6033,-22.3608
CWNU_483,143.802,0.08,-1.677,0.1,0.43,0.05,0.39,0.11,-1.06,0.21,-26.7,0.8,1,12.7,3.5,6.8,0.04,74,0.7,74,2,51.0958,54.8747
CWNU_484,14.017,0.2,-1.513,0.28,0.58,0.02,0.36,0.36,-1.8,0.09,  ---, ---,0,12.15,2.4,7.1,0.04,18,0.5,32,2,275.3736,-17.4841
CWNU_485,305.774,0.04,1.137,0.03,0.57,0.04,-6.77,0.09,-1.69,0.09,  ---, ---,0,10.7,1.85,9.2,0.002,35,0.73,35,2,198.8427,-61.6026
CWNU_486,303.321,0.05,1.096,0.04,0.51,0.03,-5.25,0.07,-1.34,0.05,  ---, ---,0,10.8,2.65,8.6,0.018,44,0.79,44,2,193.682,-61.7733
CWNU_487,141.987,0.05,1.968,0.11,0.92,0.05,0.85,0.22,-1.55,0.28,  ---, ---,0,9.8,1.15,6.7,0.016,44,0.73,44,2,52.0513,58.913
CWNU_488,4.59,0.07,-0.557,0.06,0.38,0.03,0.31,0.05,-1.42,0.06,  ---, ---,0,12.85,2.7,6.7,0.03,37,0.96,37,2,269.574,-25.2722
CWNU_489,140.612,0.08,2.457,0.08,0.34,0.05,0.92,0.09,-0.61,0.11,  ---, ---,0,11.9,2.1,8.8,0.038,66,0.71,66,2,50.3269,60.0797
CWNU_490,302.873,0.1,2.209,0.11,0.51,0.02,-5.57,0.23,-0.93,0.04,-9.3,2.1,1,11.2,1.35,7.5,0.01,42,0.71,42,2,192.7393,-60.6627
CWNU_491,120.571,0.13,2.672,0.12,0.91,0.06,-1.94,0.25,-0.75,0.24,  ---, ---,0,11.15,4.2,6,0.002,23,0.51,32,2,7.1779,65.4395
CWNU_492,29.364,0.09,2.894,0.08,1.15,0.06,-2.2,0.18,-3.07,0.11,  ---, ---,0,9.15,4.3,8.9,0.014,51,0.94,51,2,278.6552,-1.8506
CWNU_493,17.635,0.06,2.16,0.1,0.57,0.04,-0.41,0.13,-0.86,0.09,  ---, ---,0,12.05,2.95,6.9,0.04,33,0.7,33,2,273.7962,-12.559
CWNU_494,23.751,0.15,0.352,0.15,0.52,0.04,-0.32,0.15,-2.7,0.12,  ---, ---,0,12.2,3.75,6.8,0.04,158,0.7,158,2,278.329,-8.0013
CWNU_495,87.351,0.11,-2,0.09,0.48,0.02,-2.62,0.06,-3.9,0.07,  ---, ---,0,12.75,2.15,6.7,0.03,65,0.71,65,2,317.4952,45.0293
CWNU_496,150.64,0.29,-8.627,0.16,0.84,0.08,-0.24,0.25,-2.64,0.35,  ---, ---,0,11.25,0.1,6,0.008,64,0.76,64,2,53.6567,45.2853
CWNU_497,28.49,0.03,-0.498,0.02,0.45,0.04,-1.03,0.04,-1.69,0.05,  ---, ---,0,12.3,3.2,6.8,0.04,43,0.7,43,2,281.2749,-4.1799
CWNU_498,109.776,0.13,1.082,0.07,0.42,0.03,-1.55,0.08,-1.01,0.09,  ---, ---,0,13.15,3.65,6.3,0.004,15,0.43,39,2,344.8123,61.0551
CWNU_499,160.581,0.12,2.178,0.18,0.36,0.02,1.32,0.3,-1.55,0.41,  ---, ---,0,11.7,1.25,9.5,0.008,34,0.7,34,2,74.6839,46.1771
CWNU_500,68.828,0.05,-3.095,0.05,0.52,0.04,-3.71,0.08,-5.62,0.08,  ---, ---,0,11,3,8.7,0.038,28,0.61,46,2,304.1371,29.7644
CWNU_501,227.733,0.12,-8.286,0.15,0.97,0.06,-3.5,0.14,5.12,0.18,60.4,19.9,1,9.65,0.95,7.5,0.024,34,1,34,2,102.0817,-16.8999
CWNU_502,110.238,0.06,-0.326,0.07,0.35,0.03,-2.61,0.1,-1.76,0.11,  ---, ---,0,12,1.65,6.9,0.004,54,0.71,54,2,346.8275,59.9543
CWNU_503,299.173,0.03,-2.343,0.03,0.29,0.02,-5.16,0.07,0.71,0.05,  ---, ---,0,13.55,2.15,6.9,0.038,49,0.77,49,2,183.9582,-64.9546
CWNU_504,110.787,0.22,7.086,0.44,0.63,0.1,-4.78,0.43,-2.5,0.24,-30.8,26.5,2,10.9,1.55,8.7,0.038,3,0.6,38,2,340.7412,66.8783
CWNU_505,106.815,0.13,4.123,0.06,0.56,0.04,-4.15,0.14,-3.88,0.16,  ---, ---,0,10.7,2.9,8.8,0.012,38,0.76,38,2,336.2684,62.3231
CWNU_506,19.072,0.17,-0.889,0.07,0.52,0.02,0.67,0.16,-1.68,0.09,  ---, ---,0,12,2.6,8.7,0.038,45,0.7,45,2,277.2464,-12.7234
CWNU_507,306.922,0.39,14.764,0.44,1.23,0.05,-5.63,0.93,-2.25,1.32,-11.3,22.5,4,10.35,0.15,9.3,0.04,27,0.65,31,2,198.6228,-47.9291
CWNU_508,107.806,0.22,3.964,0.18,0.98,0.03,-2.63,0.22,-2.55,0.2,  ---, ---,0,9.7,2.5,7.5,0.018,30,0.7,30,2,338.2777,62.7004
CWNU_509,250.882,0.35,12.297,0.47,1.05,0.03,-6.47,0.15,2.71,0.07,  ---, ---,0,10.85,0.2,6.5,0.002,31,0.73,31,3,133.8921,-25.9539
CWNU_510,70.82,0.31,13.367,0.2,2.84,0.14,1.81,0.35,-1.72,0.39,-18.1,4.5,4,8.05,0.3,7.6,0.024,22,0.4,33,3,287.8234,39.5812
CWNU_511,63.314,0.14,-4.323,0.17,0.68,0.05,-1.6,0.13,-4.74,0.2,  ---, ---,0,10.95,2,7.6,0.034,25,0.61,34,3,301.9103,24.4861
CWNU_512,120.534,0.34,6.189,0.36,1.05,0.06,-2.8,0.24,-0.01,0.28,  ---, ---,0,10.9,2.2,6.5,0.002,5,0.01,22,3,6.2133,68.9369
CWNU_513,320.399,0.34,-18.41,0.18,3.03,0.07,-4.45,0.51,-14.59,0.44,6.4,10.5,2,8,0.1,7.9,0.04,19,1,19,3,258.0542,-71.7151
CWNU_514,160.231,0.38,-14.107,0.23,2.6,0.03,3.43,0.2,-4.38,0.12,19.7,1.2,4,7.5,0.45,7.4,0.03,32,0.72,32,3,58.8004,35.1333
CWNU_515,279.489,0.38,-12.351,0.32,4.84,0.1,-26.65,0.75,15.39,0.45,11.9,0.3,2,6.65,0.35,7.4,0.01,24,1,24,3,132.1827,-63.5293
CWNU_516,182.761,0.13,2.188,0.13,0.59,0.03,0.14,0.08,-2.1,0.07,  ---, ---,0,11.8,1.05,7.6,0.028,31,0.71,31,3,90.1383,27.6697
CWNU_517,68.439,0.06,2.738,0.04,0.41,0.01,-2.41,0.05,-5.39,0.06,-2.5,1,1,11.45,1.15,8.7,0.032,29,0.64,32,3,298.1318,32.5544
CWNU_518,163.616,0.17,-0.385,0.17,1,0.04,0.41,0.06,-2.88,0.1,  ---, ---,0,9.45,0.75,7.5,0.002,25,0.02,36,3,74.5081,42.2071
CWNU_519,94.787,0.44,7.621,0.31,3,0.05,4.77,0.2,3.48,0.11,-5.9,2.7,2,7.4,0.05,7.7,0.028,28,0.63,30,3,313.82,56.9604
CWNU_520,196.634,0.18,1.563,0.14,0.82,0.06,-1.35,0.09,-0.85,0.08,  ---, ---,0,10.65,0.9,8.5,0.038,28,0.6,30,3,96.6943,15.1949
CWNU_521,93.595,0.43,9.165,0.23,1.09,0.04,-2.33,0.15,-5.02,0.13,-37.3,2.2,1,9.1,1.2,7.1,0.008,26,0.51,32,3,310.2552,56.9898
CWNU_522,192.399,0.43,-19.68,0.35,2.76,0.11,1.01,0.5,-4.58,0.43,21.5,5.6,6,7.45,0.1,7.4,0.01,24,0.6,30,3,75.8066,8.069
CWNU_523,113.133,0.19,-6.88,0.33,2.51,0.07,7.89,0.17,-3.31,0.15,-26.2,1,1,7.6,0.05,7.2,0.014,36,1,36,3,355.8608,54.693
CWNU_524,246.768,0.36,-6.925,0.36,2.85,0.06,-9.71,0.35,4.95,0.25,15.7,3.9,1,7.95,0.1,7.4,0.02,20,1,20,3,112.8155,-33.1563
CWNU_525,172.016,0.19,3.364,0.15,0.87,0.03,-0.36,0.06,-2.79,0.06,  ---, ---,0,9.75,0.8,7.3,0.006,31,0.7,31,3,84.8046,37.492
CWNU_526,255.192,0.34,-7.433,0.4,2.55,0.09,-8.67,0.34,4.73,0.21,17.4,1.3,3,8,0.15,7.5,0.024,32,0.78,32,3,117.2967,-40.7284
CWNU_527,215.293,0.05,-3.207,0.05,0.43,0.05,-1.7,0.1,0.35,0.08,  ---, ---,0,12.15,0.05,6.5,0.006,34,0.88,34,3,101.0777,-3.5613
CWNU_528,248.853,0.75,-10.353,0.48,2.37,0.06,-5.82,0.41,6.37,0.18,  ---, ---,0,7.8,0.1,7.7,0.022,24,1,24,3,110.2418,-36.5536
CWNU_529,261.801,0.21,-12.983,0.18,1.6,0.06,-3.65,0.08,3.13,0.11,43.1,25.2,2,9.3,0.6,7.1,0.018,21,1,21,3,114.7297,-49.0824
CWNU_530,113.948,0.11,-10.418,0.07,0.57,0.05,-3.08,0.07,-2.08,0.1,  ---, ---,0,11,0.75,7.4,0.004,18,0.4,33,3,358.5906,51.4554
CWNU_531,255.353,0.5,-15.346,0.17,1.33,0.03,-5.72,0.2,6.82,0.13,  ---, ---,0,9.5,0.1,7.6,0.034,24,1,24,3,107.7646,-44.3975
CWNU_532,217.856,0.41,-19.508,0.6,2.7,0.08,-5.83,0.63,0.28,0.1,10,14.5,4,7.85,0.1,8.5,0.02,16,1,16,3,87.3669,-12.9604
CWNU_533,114.567,0.52,-6.512,0.34,2.24,0.02,5.29,0.3,-4.55,0.2,-12.5,0.9,2,8.85,0.95,7.7,0.028,19,1,19,3,358.1136,55.3989
CWNU_534,53.242,0.53,19.278,0.37,3.31,0.12,-1.23,0.82,-5.68,0.26,-20.3,1.9,4,7.45,0.1,7.6,0.04,25,1,25,3,273.5929,26.2404
CWNU_535,267.978,0.04,2.894,0.05,0.56,0.03,-5.2,0.05,5.15,0.08,  ---, ---,0,11.25,0.9,7.4,0.02,31,0.71,31,3,139.021,-44.8694
CWNU_536,255.816,0.44,-17.198,0.37,3.95,0.15,-3.35,0.72,2.99,0.36,34.9,3.4,3,7.35,0.5,7.9,0.024,31,1,31,3,105.5819,-45.5119
CWNU_537,48.903,0.61,15.587,0.42,3.1,0.31,-1.13,0.97,-7.19,0.64,-16,0.3,4,8.15,0.95,7.9,0.04,21,0.6,38,3,275.5801,21.0019
CWNU_538,246.756,0.19,-2.327,0.14,0.63,0.01,-4.3,0.06,4.46,0.05,  ---, ---,0,11.1,1.45,7.4,0.024,26,0.6,34,3,117.5409,-30.8981
CWNU_539,247.599,0.32,-15.431,0.18,2.22,0.06,-8.94,0.27,10.48,0.22,27.1,9.9,1,7.8,0.2,7.7,0.006,22,1,22,3,103.8141,-37.5396
CWNU_540,79.052,0.4,5.468,0.22,3.28,0.05,4.22,0.34,2.45,0.2,-22.5,0.7,2,7.85,0.35,7.6,0.032,19,1,19,3,302.2138,43.0025
CWNU_541,118.466,0.07,10.427,0.11,0.88,0.04,-0.83,0.1,-0.44,0.26,  ---, ---,0,11.1,1.65,7.5,0.038,17,1,17,3,357.8704,72.7768
